timeList,value
"19,11,2017,22,30,23",110800
"19,11,2017,22,30,23",110816
"19,11,2017,22,30,23",110832
"19,11,2017,22,30,23",110848
"19,11,2017,22,30,23",110864
"19,11,2017,22,30,23",110880
"19,11,2017,22,30,23",110896
"19,11,2017,22,30,23",110912
"19,11,2017,22,30,23",110928
"19,11,2017,22,30,23",110944
"19,11,2017,22,31,08",110960
"19,11,2017,22,31,08",110976
"19,11,2017,22,31,08",110992
"19,11,2017,22,31,08",111008
"19,11,2017,22,31,08",111024
"19,11,2017,22,31,08",111040
"19,11,2017,22,31,08",111056
"19,11,2017,22,31,08",111072
"19,11,2017,22,31,08",111088
"19,11,2017,22,31,08",111104
"19,11,2017,22,31,08",111120
"19,11,2017,22,53,19",111136
"19,11,2017,22,53,20",111152
"19,11,2017,23,39,29",111168
"19,11,2017,23,45,39",111184
"19,11,2017,23,45,43",111200
"20,11,2017,00,51,27",111216
"20,11,2017,04,47,02",111232
"20,11,2017,04,47,03",111248
"20,11,2017,04,47,03",111264
"20,11,2017,04,47,03",111280
"20,11,2017,04,47,04",111296
"20,11,2017,04,47,04",111312
"20,11,2017,04,47,04",111328
"20,11,2017,04,47,04",111344
"20,11,2017,04,47,04",111360
"20,11,2017,04,47,04",111376
"20,11,2017,04,47,06",111392
"20,11,2017,04,47,07",111408
"20,11,2017,04,47,37",111424
"20,11,2017,04,47,45",111440
"20,11,2017,04,47,48",111456
"20,11,2017,04,47,58",111472
"20,11,2017,04,48,38",111488
"20,11,2017,04,48,38",111504
"20,11,2017,04,48,40",111520
"20,11,2017,04,48,46",111536
"20,11,2017,04,48,47",111552
"20,11,2017,04,48,47",111568
"20,11,2017,04,48,47",111584
"20,11,2017,04,49,32",111600
"20,11,2017,04,49,46",111616
"20,11,2017,04,49,52",111632
"20,11,2017,04,50,14",111648
"20,11,2017,04,50,21",111664
"20,11,2017,04,50,29",111680
"20,11,2017,05,33,05",111696
"20,11,2017,05,33,05",111712
"20,11,2017,05,33,13",111728
"20,11,2017,05,33,13",111744
"20,11,2017,06,48,57",111760
"20,11,2017,06,48,57",111776
"20,11,2017,06,49,11",111792
"20,11,2017,06,49,11",111808
"20,11,2017,07,54,36",111824
"20,11,2017,07,54,36",111840
"20,11,2017,12,24,39",111856
"20,11,2017,12,24,39",111872
"20,11,2017,13,18,39",111888
"20,11,2017,13,18,40",111904
"20,11,2017,13,18,40",111920
"20,11,2017,13,18,40",111936
"20,11,2017,13,18,40",111952
"20,11,2017,13,18,40",111968
"20,11,2017,13,18,40",111984
"20,11,2017,13,18,40",112000
"20,11,2017,13,18,41",112016
"20,11,2017,13,18,41",112032
"20,11,2017,13,18,42",112049
"20,11,2017,13,18,42",112065
"20,11,2017,13,18,53",112081
"20,11,2017,13,19,15",112097
"20,11,2017,13,19,15",112113
"20,11,2017,13,19,22",112129
"21,11,2017,08,17,20",112145
"21,11,2017,08,17,20",112161
"21,11,2017,08,17,21",112177
"21,11,2017,08,17,28",112193
"21,11,2017,08,17,28",112209
"21,11,2017,08,17,29",112225
"21,11,2017,08,17,29",112241
"21,11,2017,08,17,30",112257
"21,11,2017,08,17,57",112273
"21,11,2017,08,17,57",112289
"21,11,2017,09,24,38",112305
"21,11,2017,09,24,38",112321
"21,11,2017,09,24,38",112337
"21,11,2017,09,24,38",112353
"21,11,2017,09,24,39",112369
"21,11,2017,09,24,39",112385
"21,11,2017,09,24,39",112401
"21,11,2017,09,24,39",112417
"21,11,2017,09,24,39",112433
"21,11,2017,09,24,39",112449
"21,11,2017,09,24,39",112465
"21,11,2017,09,24,39",112481
"21,11,2017,09,24,39",112497
"21,11,2017,10,48,31",112513
"21,11,2017,11,56,08",112529
"21,11,2017,11,56,08",112545
"21,11,2017,12,04,35",112561
"21,11,2017,12,04,35",112577
"21,11,2017,17,16,30",112593
"21,11,2017,17,16,31",112609
"21,11,2017,17,16,31",112625
"21,11,2017,17,16,31",112641
"21,11,2017,17,16,32",112657
"21,11,2017,17,16,32",112673
"21,11,2017,17,16,32",112689
"21,11,2017,17,16,32",112705
"21,11,2017,17,16,33",112721
"21,11,2017,17,16,33",112737
"21,11,2017,17,16,38",112753
"21,11,2017,17,32,40",112769
"21,11,2017,17,32,40",112785
"21,11,2017,17,34,07",112801
"21,11,2017,17,34,11",112817
"21,11,2017,20,05,36",112833
"21,11,2017,20,05,36",112849
"21,11,2017,20,07,55",112865
"21,11,2017,20,07,55",112881
"22,11,2017,00,32,41",112897
"22,11,2017,04,57,02",112913
"22,11,2017,04,57,02",112929
"22,11,2017,04,57,02",112945
"22,11,2017,04,57,10",112961
"22,11,2017,04,57,10",112977
"22,11,2017,05,58,18",112993
"22,11,2017,05,58,19",113009
"22,11,2017,05,59,06",113025
"22,11,2017,05,59,06",113041
"22,11,2017,10,03,40",113057
"22,11,2017,10,03,41",113073
"22,11,2017,10,03,41",113089
"22,11,2017,10,03,41",113105
"22,11,2017,10,03,41",113121
"22,11,2017,10,03,41",113137
"22,11,2017,10,03,41",113153
"22,11,2017,10,03,41",113169
"22,11,2017,10,03,41",113185
"22,11,2017,10,03,41",113201
"22,11,2017,10,03,41",113217
"22,11,2017,10,03,42",113233
"22,11,2017,10,03,50",113249
"22,11,2017,10,03,50",113265
"22,11,2017,13,35,20",113281
"22,11,2017,13,35,20",113297
"22,11,2017,13,36,07",113313
"22,11,2017,13,36,07",113329
"22,11,2017,14,48,17",113345
"22,11,2017,14,48,17",113361
"22,11,2017,23,19,23",113377
"22,11,2017,23,19,23",113393
"22,11,2017,23,19,23",113409
"22,11,2017,23,19,24",113425
"22,11,2017,23,19,24",113441
"22,11,2017,23,19,24",113457
"22,11,2017,23,19,24",113473
"22,11,2017,23,19,24",113489
"22,11,2017,23,19,24",113505
"22,11,2017,23,19,24",113521
"22,11,2017,23,19,25",113537
"22,11,2017,23,19,26",113553
"22,11,2017,23,19,56",113569
"22,11,2017,23,20,42",113585
"22,11,2017,23,20,44",113601
"22,11,2017,23,21,04",113617
"22,11,2017,23,21,10",113633
"22,11,2017,23,21,11",113649
"22,11,2017,23,21,11",113665
"22,11,2017,23,22,08",113681
"22,11,2017,23,22,20",113697
"22,11,2017,23,22,20",113713
"22,11,2017,23,22,29",113729
"22,11,2017,23,22,51",113745
"22,11,2017,23,26,57",113761
"22,11,2017,23,26,57",113777
"22,11,2017,23,26,59",113793
"22,11,2017,23,27,00",113809
"22,11,2017,23,27,01",113825
"22,11,2017,23,27,02",113841
"23,11,2017,00,44,52",113857
"23,11,2017,00,44,56",113873
"23,11,2017,00,45,00",113889
"23,11,2017,06,48,16",113905
"23,11,2017,06,48,17",113921
"23,11,2017,06,48,17",113937
"23,11,2017,06,48,17",113953
"23,11,2017,06,48,18",113969
"23,11,2017,06,48,18",113985
"23,11,2017,06,48,18",114001
"23,11,2017,06,48,18",114017
"23,11,2017,06,48,18",114033
"23,11,2017,06,48,18",114049
"23,11,2017,06,48,25",114065
"23,11,2017,06,48,30",114081
"23,11,2017,06,48,42",114097
"23,11,2017,06,48,44",114113
"23,11,2017,06,48,46",114129
"23,11,2017,07,15,07",114145
"23,11,2017,07,15,12",114161
"23,11,2017,07,15,16",114177
"23,11,2017,07,15,18",114193
"23,11,2017,07,15,18",114209
"23,11,2017,07,15,18",114225
"23,11,2017,07,15,18",114241
"23,11,2017,07,15,19",114257
"23,11,2017,07,15,25",114273
"23,11,2017,07,15,25",114289
"23,11,2017,07,15,27",114305
"23,11,2017,07,15,32",114321
"23,11,2017,07,15,51",114338
"23,11,2017,07,15,57",114354
"23,11,2017,07,16,14",114370
"23,11,2017,07,16,14",114386
"23,11,2017,07,16,16",114402
"23,11,2017,07,16,23",114418
"23,11,2017,07,16,25",114434
"23,11,2017,07,16,25",114450
"23,11,2017,07,16,25",114466
"23,11,2017,07,16,25",114482
"23,11,2017,07,16,25",114498
"23,11,2017,07,16,25",114514
"23,11,2017,07,16,26",114530
"23,11,2017,07,16,26",114546
"23,11,2017,07,18,01",114562
"23,11,2017,07,18,14",114578
"23,11,2017,07,18,17",114594
"23,11,2017,07,18,19",114610
"23,11,2017,07,18,22",114626
"23,11,2017,07,18,25",114642
"23,11,2017,07,21,42",114658
"23,11,2017,07,21,53",114674
"23,11,2017,07,21,56",114690
"23,11,2017,07,22,03",114706
"23,11,2017,07,22,05",114722
"23,11,2017,07,22,09",114738
"23,11,2017,07,22,13",114754
"23,11,2017,07,22,15",114770
"23,11,2017,07,22,17",114786
"23,11,2017,07,22,28",114802
"23,11,2017,07,22,33",114818
"23,11,2017,07,22,44",114834
"23,11,2017,07,22,50",114850
"23,11,2017,07,23,03",114866
"23,11,2017,07,23,07",114882
"23,11,2017,07,23,12",114898
"23,11,2017,07,23,26",114914
"23,11,2017,07,25,51",114930
"23,11,2017,07,25,58",114946
"23,11,2017,07,26,05",114962
"23,11,2017,07,26,05",114978
"23,11,2017,07,26,06",114994
"23,11,2017,07,26,06",115010
"23,11,2017,07,26,06",115026
"23,11,2017,07,26,06",115042
"23,11,2017,07,26,06",115058
"23,11,2017,07,26,06",115074
"23,11,2017,07,26,07",115090
"23,11,2017,07,26,07",115106
"23,11,2017,07,32,19",115122
"23,11,2017,07,32,25",115138
"23,11,2017,07,34,22",115154
"23,11,2017,07,34,25",115170
"23,11,2017,07,34,31",115186
"23,11,2017,07,36,09",115202
"23,11,2017,07,36,14",115218
"23,11,2017,07,36,15",115234
"23,11,2017,07,36,17",115250
"23,11,2017,07,36,19",115266
"23,11,2017,07,36,22",115282
"23,11,2017,08,36,36",115298
"23,11,2017,08,36,42",115314
"23,11,2017,08,37,45",115330
"23,11,2017,13,41,29",115346
"23,11,2017,13,43,20",115362
"23,11,2017,13,43,23",115378
"23,11,2017,13,43,23",115394
"23,11,2017,13,43,24",115410
"23,11,2017,13,43,24",115426
"23,11,2017,13,43,24",115442
"23,11,2017,13,43,25",115458
"23,11,2017,13,43,25",115474
"23,11,2017,13,43,25",115490
"23,11,2017,13,49,10",115506
"23,11,2017,13,49,13",115522
"23,11,2017,13,51,05",115538
"23,11,2017,13,51,07",115554
"23,11,2017,13,51,13",115570
"23,11,2017,13,51,16",115586
"23,11,2017,13,51,19",115602
"23,11,2017,13,51,23",115618
"23,11,2017,13,51,24",115634
"23,11,2017,13,51,24",115650
"23,11,2017,13,51,32",115666
"23,11,2017,13,51,35",115682
"23,11,2017,13,51,41",115698
"23,11,2017,13,51,44",115714
"23,11,2017,13,51,51",115730
"23,11,2017,13,52,03",115746
"23,11,2017,13,52,05",115762
"23,11,2017,13,52,08",115778
"23,11,2017,13,52,10",115794
"23,11,2017,13,52,14",115810
"23,11,2017,13,52,18",115826
"23,11,2017,13,52,25",115842
"23,11,2017,13,52,27",115858
"23,11,2017,13,52,31",115874
"23,11,2017,13,52,33",115890
"23,11,2017,13,52,40",115906
"23,11,2017,13,53,13",115922
"23,11,2017,13,53,15",115938
"23,11,2017,13,53,18",115954
"23,11,2017,13,53,20",115970
"23,11,2017,13,53,22",115986
"23,11,2017,13,53,25",116002
"23,11,2017,13,53,28",116018
"23,11,2017,13,53,38",116034
"23,11,2017,13,53,39",116050
"23,11,2017,13,53,40",116066
"23,11,2017,13,53,58",116082
"23,11,2017,13,54,03",116098
"23,11,2017,13,54,06",116114
"23,11,2017,13,54,08",116130
"23,11,2017,13,54,18",116146
"23,11,2017,13,54,28",116162
"23,11,2017,13,54,34",116178
"23,11,2017,13,54,43",116194
"23,11,2017,13,54,56",116210
"23,11,2017,13,55,01",116226
"23,11,2017,13,55,03",116242
"23,11,2017,13,55,08",116258
"23,11,2017,13,55,36",116274
"23,11,2017,13,55,39",116290
"23,11,2017,13,55,42",116306
"23,11,2017,13,55,52",116322
"23,11,2017,13,56,00",116338
"23,11,2017,13,56,45",116354
"23,11,2017,13,56,53",116370
"23,11,2017,13,56,59",116386
"23,11,2017,13,57,54",116402
"23,11,2017,13,57,57",116418
"23,11,2017,13,58,01",116434
"23,11,2017,13,58,04",116450
"23,11,2017,13,58,07",116466
"23,11,2017,13,58,16",116482
"23,11,2017,13,58,25",116498
"23,11,2017,13,58,28",116514
"23,11,2017,13,58,43",116530
"23,11,2017,14,03,12",116546
"23,11,2017,14,03,15",116562
"23,11,2017,14,20,56",116578
"23,11,2017,14,21,04",116594
"23,11,2017,14,21,14",116610
"23,11,2017,14,21,45",116627
"23,11,2017,14,21,48",116643
"23,11,2017,14,21,51",116659
"23,11,2017,14,21,53",116675
"23,11,2017,14,21,56",116691
"23,11,2017,14,22,00",116707
"23,11,2017,14,22,05",116723
"23,11,2017,14,22,10",116739
"23,11,2017,14,22,15",116755
"23,11,2017,14,22,27",116771
"23,11,2017,14,22,35",116787
"23,11,2017,14,22,38",116803
"23,11,2017,14,22,46",116819
"23,11,2017,14,22,50",116835
"23,11,2017,14,22,51",116851
"23,11,2017,14,22,56",116867
"23,11,2017,14,23,32",116883
"23,11,2017,14,23,49",116899
"23,11,2017,14,24,30",116915
"23,11,2017,14,24,34",116931
"23,11,2017,14,24,38",116947
"23,11,2017,17,53,36",116963
"23,11,2017,17,53,37",116979
"23,11,2017,17,53,43",116995
"23,11,2017,17,53,44",117011
"23,11,2017,17,54,05",117027
"23,11,2017,17,54,14",117043
"23,11,2017,17,54,50",117059
"23,11,2017,17,55,34",117075
"23,11,2017,18,02,12",117091
"23,11,2017,17,57,08",117107
"23,11,2017,18,05,03",117123
"23,11,2017,18,08,20",117139
"23,11,2017,18,12,34",117155
"23,11,2017,18,09,22",117171
"23,11,2017,18,13,03",117187
"23,11,2017,18,19,39",117203
"23,11,2017,18,25,35",117219
"23,11,2017,18,25,45",117235
"23,11,2017,18,25,55",117251
"23,11,2017,18,26,34",117267
"23,11,2017,18,26,51",117283
"23,11,2017,18,27,09",117299
"23,11,2017,18,27,20",117315
"23,11,2017,18,27,37",117331
"23,11,2017,18,28,54",117347
"23,11,2017,18,31,37",117363
"23,11,2017,18,35,42",117379
"23,11,2017,18,35,43",117395
"23,11,2017,18,35,43",117411
"23,11,2017,18,35,43",117427
"23,11,2017,18,35,43",117443
"23,11,2017,18,35,44",117459
"23,11,2017,18,35,44",117475
"23,11,2017,18,35,45",117491
"23,11,2017,18,35,45",117507
"23,11,2017,18,35,45",117523
"23,11,2017,18,35,51",117539
"23,11,2017,18,36,00",117555
"23,11,2017,18,36,37",117571
"23,11,2017,18,36,37",117587
"23,11,2017,18,36,43",117603
"23,11,2017,18,37,18",117619
"23,11,2017,18,37,19",117635
"23,11,2017,18,37,30",117651
"23,11,2017,18,37,30",117667
"23,11,2017,18,37,31",117683
"23,11,2017,18,37,31",117699
"23,11,2017,18,39,57",117715
"23,11,2017,18,39,58",117731
"23,11,2017,18,39,58",117747
"23,11,2017,18,39,58",117763
"23,11,2017,18,39,59",117779
"23,11,2017,18,39,59",117795
"23,11,2017,18,39,59",117811
"23,11,2017,18,39,59",117827
"23,11,2017,18,39,59",117843
"23,11,2017,18,39,59",117859
"23,11,2017,18,40,01",117875
"23,11,2017,18,40,01",117891
"23,11,2017,18,40,02",117907
"23,11,2017,18,40,02",117923
"23,11,2017,18,40,02",117939
"23,11,2017,18,40,02",117955
"23,11,2017,18,40,02",117971
"23,11,2017,18,40,02",117987
"23,11,2017,18,40,02",118003
"23,11,2017,18,40,03",118019
"23,11,2017,18,40,25",118035
"23,11,2017,18,41,52",118051
"23,11,2017,18,41,53",118067
"23,11,2017,18,41,54",118083
"23,11,2017,18,41,54",118099
"23,11,2017,18,42,10",118115
"23,11,2017,18,42,11",118131
"23,11,2017,18,42,24",118147
"23,11,2017,18,42,24",118163
"23,11,2017,18,42,30",118179
"23,11,2017,18,42,35",118195
"23,11,2017,18,42,36",118211
"23,11,2017,18,42,42",118227
"23,11,2017,18,42,43",118243
"23,11,2017,18,42,47",118259
"23,11,2017,18,42,54",118275
"23,11,2017,18,42,59",118291
"23,11,2017,18,43,04",118307
"23,11,2017,18,43,06",118323
"23,11,2017,18,43,07",118339
"23,11,2017,18,43,16",118355
"23,11,2017,18,43,27",118371
"23,11,2017,18,43,29",118387
"23,11,2017,18,43,41",118403
"23,11,2017,18,43,41",118419
"23,11,2017,18,43,41",118435
"23,11,2017,18,43,42",118451
"23,11,2017,18,44,14",118467
"23,11,2017,18,44,21",118483
"23,11,2017,18,45,23",118499
"23,11,2017,18,45,33",118515
"23,11,2017,18,45,47",118531
"23,11,2017,18,43,55",118547
"23,11,2017,18,46,20",118563
"23,11,2017,18,47,08",118579
"23,11,2017,18,47,18",118595
"23,11,2017,18,47,56",118611
"23,11,2017,18,48,02",118627
"23,11,2017,18,48,19",118643
"23,11,2017,18,48,35",118659
"23,11,2017,18,48,39",118675
"23,11,2017,18,51,29",118691
"23,11,2017,18,51,42",118707
"23,11,2017,18,46,22",118723
"23,11,2017,18,52,15",118739
"23,11,2017,18,58,15",118755
"23,11,2017,18,59,12",118771
"23,11,2017,18,59,12",118787
"23,11,2017,18,59,12",118803
"23,11,2017,18,59,12",118819
"23,11,2017,18,59,12",118835
"23,11,2017,18,59,13",118851
"23,11,2017,18,59,13",118867
"23,11,2017,18,59,13",118883
"23,11,2017,18,59,13",118899
"23,11,2017,18,59,13",118916
"23,11,2017,18,59,14",118932
"23,11,2017,18,59,24",118948
"23,11,2017,19,00,30",118964
"23,11,2017,19,00,30",118980
"23,11,2017,19,00,38",118996
"23,11,2017,19,00,39",119012
"23,11,2017,19,00,40",119028
"23,11,2017,19,00,52",119044
"23,11,2017,19,00,54",119060
"23,11,2017,19,01,03",119076
"23,11,2017,19,01,03",119092
"23,11,2017,19,01,04",119108
"23,11,2017,19,01,04",119124
"23,11,2017,19,01,15",119140
"23,11,2017,19,01,15",119156
"23,11,2017,19,01,16",119172
"23,11,2017,19,01,16",119188
"23,11,2017,19,01,16",119204
"23,11,2017,19,01,16",119220
"23,11,2017,19,01,16",119236
"23,11,2017,19,01,16",119252
"23,11,2017,19,01,16",119268
"23,11,2017,19,01,16",119284
"23,11,2017,19,01,17",119300
"23,11,2017,19,03,22",119316
"23,11,2017,19,09,00",119332
"23,11,2017,19,09,19",119348
"23,11,2017,19,09,19",119364
"23,11,2017,19,09,26",119380
"23,11,2017,19,09,44",119396
"23,11,2017,19,09,44",119412
"23,11,2017,19,10,00",119428
"23,11,2017,19,10,00",119444
"23,11,2017,19,11,43",119460
"23,11,2017,19,20,15",119476
"23,11,2017,19,20,25",119492
"23,11,2017,19,20,27",119508
"23,11,2017,19,21,02",119524
"23,11,2017,19,22,17",119540
"23,11,2017,19,32,15",119556
"23,11,2017,19,32,22",119572
"23,11,2017,19,41,00",119588
"23,11,2017,19,41,30",119604
"23,11,2017,19,44,35",119620
"23,11,2017,19,54,06",119636
"23,11,2017,19,55,03",119652
"23,11,2017,20,01,26",119668
"23,11,2017,20,03,19",119684
"23,11,2017,20,06,15",119700
"23,11,2017,20,11,03",119716
"23,11,2017,20,13,44",119732
"23,11,2017,20,16,13",119748
"23,11,2017,20,17,58",119764
"23,11,2017,20,18,56",119780
"23,11,2017,20,19,51",119796
"23,11,2017,20,23,23",119812
"23,11,2017,20,25,39",119828
"23,11,2017,20,31,32",119844
"23,11,2017,20,35,33",119860
"23,11,2017,20,36,08",119876
"23,11,2017,20,58,29",119892
"23,11,2017,22,30,49",119908
"23,11,2017,22,31,06",119924
"24,11,2017,02,36,14",119940
"24,11,2017,02,36,15",119956
"24,11,2017,02,36,15",119972
"24,11,2017,02,36,15",119988
"24,11,2017,02,36,15",120004
"24,11,2017,02,36,15",120020
"24,11,2017,02,36,15",120036
"24,11,2017,02,36,15",120052
"24,11,2017,02,36,15",120068
"24,11,2017,02,36,16",120084
"24,11,2017,02,36,19",120100
"24,11,2017,02,36,28",120116
"24,11,2017,02,36,28",120132
"24,11,2017,02,36,28",120148
"24,11,2017,02,36,28",120164
"24,11,2017,02,37,47",120180
"24,11,2017,03,32,53",120196
"24,11,2017,03,32,53",120212
"24,11,2017,03,33,11",120228
"24,11,2017,03,33,11",120244
"24,11,2017,06,06,00",120260
"24,11,2017,06,06,01",120276
"24,11,2017,06,06,06",120292
"24,11,2017,06,06,06",120308
"24,11,2017,06,08,10",120324
"24,11,2017,06,16,45",120340
"24,11,2017,06,17,07",120356
"24,11,2017,06,17,13",120372
"24,11,2017,06,26,37",120388
"24,11,2017,06,34,36",120404
"24,11,2017,06,40,59",120420
"24,11,2017,06,41,33",120436
"24,11,2017,06,43,58",120452
"24,11,2017,06,44,16",120468
"24,11,2017,06,44,50",120484
"24,11,2017,06,46,05",120500
"24,11,2017,07,26,31",120516
"24,11,2017,07,27,00",120532
"24,11,2017,07,27,43",120548
"24,11,2017,08,29,45",120564
"24,11,2017,08,29,47",120580
"24,11,2017,08,29,47",120596
"24,11,2017,08,29,49",120612
"24,11,2017,08,29,49",120628
"24,11,2017,08,29,49",120644
"24,11,2017,08,29,49",120660
"24,11,2017,08,29,49",120676
"24,11,2017,08,29,54",120692
"24,11,2017,08,29,54",120708
"24,11,2017,09,36,06",120724
"24,11,2017,09,36,06",120740
"24,11,2017,09,36,29",120756
"24,11,2017,09,36,30",120772
"24,11,2017,09,36,33",120788
"24,11,2017,09,36,33",120804
"24,11,2017,09,36,34",120820
"24,11,2017,09,36,34",120836
"24,11,2017,09,36,35",120852
"24,11,2017,11,07,58",120868
"24,11,2017,11,17,59",120884
"24,11,2017,11,35,34",120900
"24,11,2017,11,35,55",120916
"24,11,2017,12,06,05",120932
"24,11,2017,12,06,05",120948
"24,11,2017,12,44,54",120964
"24,11,2017,12,44,55",120980
"24,11,2017,13,35,43",120996
"24,11,2017,13,36,05",121012
"24,11,2017,14,58,49",121028
"24,11,2017,14,58,49",121044
"24,11,2017,14,58,50",121060
"24,11,2017,14,58,50",121076
"24,11,2017,14,58,50",121092
"24,11,2017,14,58,50",121108
"24,11,2017,14,58,51",121124
"24,11,2017,14,58,51",121140
"24,11,2017,14,58,52",121156
"24,11,2017,14,58,52",121172
"24,11,2017,15,59,56",121188
"24,11,2017,15,59,56",121205
"24,11,2017,16,00,50",121221
"24,11,2017,16,00,51",121237
"24,11,2017,16,01,01",121253
"24,11,2017,16,01,29",121269
"24,11,2017,17,29,45",121285
"24,11,2017,17,29,45",121301
"24,11,2017,17,29,46",121317
"24,11,2017,17,29,46",121333
"24,11,2017,17,29,46",121349
"24,11,2017,17,29,46",121365
"24,11,2017,17,29,46",121381
"24,11,2017,17,29,46",121397
"24,11,2017,17,29,47",121413
"24,11,2017,17,29,47",121429
"25,11,2017,04,32,09",121445
"25,11,2017,04,32,13",121461
"25,11,2017,04,32,18",121477
"25,11,2017,11,11,11",121493
"25,11,2017,11,11,12",121509
"25,11,2017,11,11,16",121525
"25,11,2017,11,11,16",121541
"25,11,2017,11,11,16",121557
"25,11,2017,11,11,16",121573
"25,11,2017,11,11,16",121589
"25,11,2017,11,11,19",121605
"25,11,2017,11,11,24",121621
"25,11,2017,11,11,33",121637
"25,11,2017,11,12,29",121653
"25,11,2017,11,12,34",121669
"25,11,2017,11,13,40",121685
"25,11,2017,11,14,26",121701
"25,11,2017,11,14,29",121717
"25,11,2017,11,14,41",121733
"25,11,2017,11,14,52",121749
"25,11,2017,11,14,55",121765
"25,11,2017,11,14,55",121781
"25,11,2017,11,15,43",121797
"25,11,2017,11,15,59",121813
"25,11,2017,11,16,29",121829
"25,11,2017,11,16,36",121845
"25,11,2017,11,16,45",121861
"25,11,2017,11,16,47",121877
"25,11,2017,11,16,48",121893
"25,11,2017,15,28,18",121909
"25,11,2017,15,28,18",121925
"25,11,2017,15,28,19",121941
"25,11,2017,15,28,19",121957
"25,11,2017,15,28,20",121973
"25,11,2017,15,28,20",121989
"25,11,2017,15,28,20",122005
"25,11,2017,15,28,21",122021
"25,11,2017,15,28,21",122037
"25,11,2017,15,28,21",122053
"25,11,2017,15,28,23",122069
"25,11,2017,15,28,36",122085
"25,11,2017,15,28,48",122101
"25,11,2017,15,28,54",122117
"25,11,2017,15,28,54",122133
"25,11,2017,15,28,55",122149
"25,11,2017,15,28,55",122165
"25,11,2017,15,28,55",122181
"25,11,2017,15,28,55",122197
"25,11,2017,15,28,55",122213
"25,11,2017,15,28,56",122229
"25,11,2017,15,29,08",122245
"25,11,2017,15,29,23",122261
"25,11,2017,15,29,23",122277
"25,11,2017,15,29,24",122293
"25,11,2017,15,29,24",122309
"25,11,2017,15,33,43",122325
"25,11,2017,15,33,44",122341
"25,11,2017,15,33,44",122357
"25,11,2017,15,33,45",122373
"25,11,2017,15,33,59",122389
"25,11,2017,15,34,02",122405
"25,11,2017,15,42,21",122421
"25,11,2017,15,42,22",122437
"25,11,2017,15,42,29",122453
"25,11,2017,15,42,30",122469
"25,11,2017,15,48,10",122485
"25,11,2017,15,44,22",122581
"25,11,2017,15,48,21",122597
"25,11,2017,15,48,21",122613
"25,11,2017,15,50,30",122661
"25,11,2017,15,55,32",122709
"25,11,2017,15,56,06",122725
"25,11,2017,15,56,08",122741
"25,11,2017,15,57,16",122821
"25,11,2017,15,58,03",122837
"25,11,2017,15,58,38",122885
"25,11,2017,16,01,59",122901
"25,11,2017,16,03,11",122933
"25,11,2017,16,27,55",122949
"25,11,2017,16,29,28",122965
"25,11,2017,16,34,14",122981
"25,11,2017,16,34,18",122997
"25,11,2017,16,47,37",123029
"25,11,2017,16,52,00",123045
"25,11,2017,16,52,12",123093
"25,11,2017,16,54,54",123109
"25,11,2017,16,54,57",123125
"25,11,2017,16,57,01",123141
"25,11,2017,16,58,14",123157
"25,11,2017,16,58,15",123173
"25,11,2017,16,58,15",123189
"25,11,2017,17,08,34",123205
"25,11,2017,17,23,37",123221
"25,11,2017,17,24,26",123237
"25,11,2017,17,24,30",123253
"25,11,2017,17,26,13",123269
"25,11,2017,17,26,18",123285
"25,11,2017,17,26,38",123301
"25,11,2017,17,26,48",123317
"25,11,2017,17,27,55",123333
"25,11,2017,17,27,57",123349
"25,11,2017,17,30,01",123365
"25,11,2017,17,31,58",123413
"25,11,2017,17,43,33",123429
"25,11,2017,17,43,38",123445
"25,11,2017,17,44,39",123461
"25,11,2017,17,44,51",123477
"25,11,2017,17,58,28",123494
"25,11,2017,17,58,28",123510
"25,11,2017,17,58,29",123526
"25,11,2017,17,58,29",123542
"25,11,2017,17,58,29",123558
"25,11,2017,17,58,30",123574
"25,11,2017,17,58,30",123590
"25,11,2017,17,58,30",123606
"25,11,2017,17,58,30",123622
"25,11,2017,17,58,30",123638
"25,11,2017,18,08,27",123654
"25,11,2017,18,09,00",123702
"25,11,2017,18,10,22",123718
"25,11,2017,18,10,38",123734
"25,11,2017,18,11,49",123750
"25,11,2017,18,11,52",123766
"25,11,2017,18,11,58",123782
"25,11,2017,18,13,18",123798
"25,11,2017,18,13,33",123814
"25,11,2017,18,13,34",123830
"25,11,2017,18,13,34",123846
"25,11,2017,18,13,35",123862
"25,11,2017,18,13,35",123878
"25,11,2017,18,13,36",123894
"25,11,2017,18,13,36",123910
"25,11,2017,18,13,36",123926
"25,11,2017,18,13,36",123942
"25,11,2017,18,13,37",123958
"25,11,2017,18,13,43",123974
"25,11,2017,18,14,17",123990
"25,11,2017,18,14,17",124006
"25,11,2017,18,14,18",124022
"25,11,2017,18,14,18",124038
"25,11,2017,18,14,26",124054
"25,11,2017,18,14,30",124070
"25,11,2017,18,14,31",124086
"25,11,2017,18,14,52",124102
"25,11,2017,18,14,53",124118
"25,11,2017,18,17,42",124134
"25,11,2017,18,17,44",124150
"25,11,2017,18,17,47",124166
"25,11,2017,18,17,47",124182
"25,11,2017,18,17,49",124198
"25,11,2017,18,17,50",124214
"25,11,2017,18,17,50",124230
"25,11,2017,18,17,50",124246
"25,11,2017,18,17,51",124262
"25,11,2017,18,21,40",124278
"25,11,2017,18,22,08",124294
"25,11,2017,18,22,10",124310
"25,11,2017,18,22,21",124326
