timeList,value
"01,12,2017,10,31,03",60666
"01,12,2017,10,31,13",60682
"01,12,2017,10,31,23",60698
"01,12,2017,10,31,27",60714
"01,12,2017,10,31,32",60730
"01,12,2017,10,31,50",60746
"01,12,2017,10,31,57",60762
"01,12,2017,10,32,00",60778
"01,12,2017,10,32,03",60794
"01,12,2017,10,32,09",60810
"01,12,2017,10,45,59",60826
"01,12,2017,10,50,14",60842
"01,12,2017,10,50,19",60858
"01,12,2017,10,50,19",60874
"01,12,2017,10,50,20",60890
"01,12,2017,10,50,24",60906
"01,12,2017,10,50,26",60922
"01,12,2017,10,50,38",60938
"01,12,2017,10,50,41",60954
"01,12,2017,10,50,53",60970
"01,12,2017,10,51,19",60986
"01,12,2017,10,51,29",61002
"01,12,2017,10,51,32",61018
"01,12,2017,10,52,09",61034
"01,12,2017,10,52,18",61050
"01,12,2017,10,52,30",61066
"01,12,2017,10,52,31",61082
"01,12,2017,10,52,55",61098
"01,12,2017,13,18,40",61114
"01,12,2017,13,18,41",61130
"01,12,2017,13,18,42",61146
"01,12,2017,13,18,42",61162
"01,12,2017,13,18,42",61178
"01,12,2017,13,18,42",61194
"01,12,2017,13,18,42",61210
"01,12,2017,13,18,43",61226
"01,12,2017,13,18,43",61242
"01,12,2017,13,18,43",61258
"01,12,2017,13,36,36",61274
"01,12,2017,13,36,36",61290
"01,12,2017,13,36,48",61306
"01,12,2017,13,36,48",61322
"01,12,2017,13,37,01",61338
"01,12,2017,13,37,07",61354
"01,12,2017,13,37,15",61370
"01,12,2017,14,21,45",61386
"01,12,2017,14,21,47",61402
"01,12,2017,14,21,47",61418
"01,12,2017,14,21,47",61434
"01,12,2017,14,21,48",61450
"01,12,2017,14,21,48",61466
"01,12,2017,14,21,48",61482
"01,12,2017,14,21,48",61498
"01,12,2017,14,21,48",61514
"01,12,2017,14,21,48",61530
"01,12,2017,14,21,49",61546
"01,12,2017,14,21,50",61562
"01,12,2017,14,22,32",61578
"01,12,2017,14,22,32",61594
"01,12,2017,14,58,27",61610
"01,12,2017,14,58,28",61626
"01,12,2017,14,58,29",61642
"01,12,2017,14,58,29",61658
"01,12,2017,14,58,29",61674
"01,12,2017,14,58,29",61690
"01,12,2017,14,58,29",61706
"01,12,2017,14,58,29",61722
"01,12,2017,14,58,30",61738
"01,12,2017,14,58,30",61755
"01,12,2017,14,58,34",61771
"01,12,2017,14,59,56",61787
"01,12,2017,15,00,16",61803
"01,12,2017,15,00,17",61819
"01,12,2017,15,00,24",61835
"01,12,2017,15,00,45",61851
"01,12,2017,15,00,45",61867
"01,12,2017,15,00,46",61883
"01,12,2017,15,00,46",61899
"01,12,2017,15,01,03",61915
"01,12,2017,15,01,25",61931
"01,12,2017,15,01,41",61947
"01,12,2017,15,01,48",61963
"01,12,2017,15,02,04",61979
"01,12,2017,15,02,46",61995
"01,12,2017,15,03,04",62011
"01,12,2017,15,03,28",62027
"01,12,2017,15,31,26",62043
"01,12,2017,15,31,27",62059
"01,12,2017,15,31,27",62075
"01,12,2017,15,31,49",62091
"01,12,2017,15,31,57",62107
"01,12,2017,15,32,02",62123
"01,12,2017,15,32,58",62139
"01,12,2017,15,32,59",62155
"01,12,2017,15,32,59",62171
"01,12,2017,15,32,59",62187
"01,12,2017,15,33,00",62203
"01,12,2017,15,33,00",62219
"01,12,2017,15,33,01",62235
"01,12,2017,15,33,01",62251
"01,12,2017,15,33,02",62267
"01,12,2017,15,33,02",62283
"01,12,2017,15,33,05",62299
"01,12,2017,15,34,20",62315
"01,12,2017,15,44,39",62331
"01,12,2017,15,44,45",62347
"01,12,2017,15,44,56",62363
"01,12,2017,16,27,30",62379
"01,12,2017,16,27,30",62395
"01,12,2017,16,27,31",62411
"01,12,2017,16,27,31",62427
"01,12,2017,16,27,31",62443
"01,12,2017,16,27,31",62459
"01,12,2017,16,27,32",62475
"01,12,2017,16,27,36",62491
"01,12,2017,16,51,06",62507
"01,12,2017,16,51,06",62523
"01,12,2017,16,51,07",62539
"01,12,2017,16,51,07",62555
"01,12,2017,16,52,28",62571
"01,12,2017,16,52,48",62587
"01,12,2017,16,53,01",62603
"01,12,2017,16,54,54",62619
"01,12,2017,17,02,33",62635
"01,12,2017,17,02,33",62651
"01,12,2017,17,02,35",62667
"01,12,2017,17,02,35",62683
"01,12,2017,17,09,00",62699
"01,12,2017,18,06,36",62715
"01,12,2017,18,06,59",62731
"01,12,2017,18,07,16",62747
"01,12,2017,18,07,22",62763
"01,12,2017,18,08,25",62779
"01,12,2017,18,08,26",62795
"01,12,2017,18,10,25",62811
"01,12,2017,18,10,25",62827
"01,12,2017,18,10,25",62843
"01,12,2017,18,10,25",62859
"01,12,2017,18,10,25",62875
"01,12,2017,18,10,28",62891
"01,12,2017,18,10,52",62907
"01,12,2017,18,10,52",62923
"01,12,2017,18,11,09",62939
"01,12,2017,18,11,09",62955
"01,12,2017,18,11,38",62971
"01,12,2017,18,11,38",62987
"01,12,2017,18,11,56",63003
"01,12,2017,18,11,57",63019
"01,12,2017,18,11,57",63035
"01,12,2017,18,11,57",63051
"01,12,2017,18,11,57",63067
"01,12,2017,18,11,57",63083
"01,12,2017,18,11,57",63099
"01,12,2017,18,11,57",63115
"01,12,2017,18,11,57",63131
"01,12,2017,18,11,58",63147
"01,12,2017,18,11,59",63163
"01,12,2017,18,12,04",63179
"01,12,2017,18,12,04",63195
"01,12,2017,18,12,05",63211
"01,12,2017,18,12,05",63227
"01,12,2017,18,12,10",63243
"01,12,2017,18,12,26",63259
"01,12,2017,18,12,36",63275
"01,12,2017,18,12,36",63291
"01,12,2017,18,12,42",63307
"01,12,2017,18,12,52",63323
"01,12,2017,18,13,01",63339
"01,12,2017,18,13,01",63355
"01,12,2017,18,13,23",63371
"01,12,2017,18,13,23",63387
"01,12,2017,18,13,34",63403
"01,12,2017,18,13,35",63419
"01,12,2017,19,01,22",63435
"01,12,2017,19,01,22",63451
"01,12,2017,19,01,23",63467
"01,12,2017,19,01,23",63483
"01,12,2017,19,01,23",63499
"01,12,2017,19,01,23",63515
"01,12,2017,19,01,23",63531
"01,12,2017,19,01,23",63547
"01,12,2017,19,01,24",63563
"01,12,2017,19,01,24",63579
"01,12,2017,19,01,26",63595
"01,12,2017,19,01,42",63611
"01,12,2017,19,01,42",63627
"01,12,2017,19,01,43",63643
"01,12,2017,19,01,43",63659
"01,12,2017,19,01,55",63675
"01,12,2017,19,02,04",63691
"01,12,2017,19,02,05",63707
"01,12,2017,19,02,05",63723
"01,12,2017,19,02,05",63739
"01,12,2017,19,02,05",63755
"01,12,2017,19,02,05",63771
"01,12,2017,19,02,05",63787
"01,12,2017,19,02,05",63803
"01,12,2017,19,02,05",63819
"01,12,2017,19,02,06",63835
"01,12,2017,19,02,13",63851
"01,12,2017,19,02,31",63867
"01,12,2017,19,02,36",63883
"01,12,2017,19,02,49",63899
"01,12,2017,19,03,02",63915
"01,12,2017,19,03,04",63931
"01,12,2017,19,03,14",63947
"01,12,2017,19,03,15",63963
"01,12,2017,19,03,16",63979
"01,12,2017,19,03,16",63995
"01,12,2017,19,03,34",64011
"01,12,2017,19,04,00",64028
"01,12,2017,19,04,07",64044
"01,12,2017,19,04,15",64060
"01,12,2017,19,04,29",64076
"01,12,2017,19,04,41",64092
"01,12,2017,19,06,49",64108
"01,12,2017,19,06,49",64124
"01,12,2017,19,07,00",64204
"01,12,2017,19,07,17",64220
"01,12,2017,19,07,38",64268
"01,12,2017,19,07,40",64284
"01,12,2017,19,07,54",64300
"01,12,2017,19,08,16",64316
"01,12,2017,19,08,20",64332
"01,12,2017,19,08,38",64348
"01,12,2017,19,08,43",64364
"01,12,2017,19,20,38",64380
"01,12,2017,19,20,38",64396
"01,12,2017,20,35,25",64412
"01,12,2017,20,35,25",64428
"01,12,2017,20,35,28",64444
"01,12,2017,20,35,28",64460
"01,12,2017,22,08,37",64476
"01,12,2017,22,08,38",64492
"01,12,2017,22,08,38",64508
"01,12,2017,22,08,46",64524
"01,12,2017,22,08,47",64540
"01,12,2017,22,08,47",64556
"01,12,2017,22,08,47",64572
"01,12,2017,22,08,47",64588
"01,12,2017,22,08,48",64604
"01,12,2017,22,08,48",64620
"01,12,2017,22,08,48",64636
"01,12,2017,22,08,48",64652
"01,12,2017,22,08,48",64668
"01,12,2017,22,08,50",64684
"01,12,2017,22,09,05",64700
"01,12,2017,22,09,05",64716
"01,12,2017,22,09,05",64732
"01,12,2017,22,09,06",64748
"01,12,2017,22,09,06",64764
"01,12,2017,22,13,32",64780
"01,12,2017,22,13,52",64796
"01,12,2017,22,19,11",64812
"01,12,2017,22,21,14",64828
"01,12,2017,22,21,50",64844
"01,12,2017,22,21,59",64860
"01,12,2017,22,22,15",64876
"01,12,2017,22,22,22",64892
"01,12,2017,22,23,00",64908
"01,12,2017,22,23,16",64924
"01,12,2017,22,23,37",64940
"01,12,2017,23,03,16",64956
"01,12,2017,23,03,16",64972
"02,12,2017,02,25,53",64988
"02,12,2017,02,25,53",65004
"02,12,2017,02,50,50",65020
"02,12,2017,02,51,00",65036
"02,12,2017,04,47,43",65052
"02,12,2017,04,47,43",65068
"02,12,2017,04,59,19",65084
"02,12,2017,04,59,20",65100
"02,12,2017,06,31,26",65116
"02,12,2017,06,31,26",65132
"02,12,2017,07,15,52",65148
"02,12,2017,07,15,53",65164
"02,12,2017,07,58,35",65180
"02,12,2017,07,58,35",65196
"02,12,2017,08,16,23",65212
"02,12,2017,08,16,24",65228
"02,12,2017,08,16,24",65244
"02,12,2017,08,16,24",65260
"02,12,2017,08,16,24",65276
"02,12,2017,08,16,25",65292
"02,12,2017,08,16,25",65308
"02,12,2017,08,16,25",65324
"02,12,2017,08,16,28",65340
"02,12,2017,08,17,26",65356
"02,12,2017,08,17,29",65372
"02,12,2017,08,53,11",65388
"02,12,2017,08,53,11",65404
"02,12,2017,11,01,43",65420
"02,12,2017,11,01,43",65436
"02,12,2017,11,49,15",65452
"02,12,2017,11,49,16",65468
"02,12,2017,12,03,14",65484
"02,12,2017,12,03,15",65500
"02,12,2017,12,10,57",65516
"02,12,2017,12,10,57",65532
"02,12,2017,12,10,58",65548
"02,12,2017,12,11,02",65564
"02,12,2017,12,11,05",65580
"02,12,2017,12,11,33",65596
"02,12,2017,13,26,25",65612
"02,12,2017,13,26,25",65628
"02,12,2017,13,26,25",65644
"02,12,2017,13,26,25",65660
"02,12,2017,13,26,25",65676
"02,12,2017,13,26,25",65692
"02,12,2017,13,26,25",65708
"02,12,2017,13,26,25",65724
"02,12,2017,13,26,26",65740
"02,12,2017,13,26,26",65756
"02,12,2017,13,26,27",65772
"02,12,2017,13,27,29",65788
"02,12,2017,13,27,45",65804
"02,12,2017,13,27,47",65820
"02,12,2017,13,28,39",65836
"02,12,2017,13,28,39",65852
"02,12,2017,13,28,40",65868
"02,12,2017,13,28,40",65884
"02,12,2017,13,28,51",65900
"02,12,2017,13,28,58",65916
"02,12,2017,15,27,03",65932
"02,12,2017,15,27,04",65948
"02,12,2017,15,27,04",65964
"02,12,2017,15,27,04",65980
"02,12,2017,15,27,04",65996
"02,12,2017,15,27,04",66012
"02,12,2017,15,27,04",66028
"02,12,2017,15,27,04",66044
"02,12,2017,15,27,04",66060
"02,12,2017,15,45,05",66076
"02,12,2017,15,45,05",66092
"02,12,2017,15,45,05",66108
"02,12,2017,16,44,38",66124
"02,12,2017,16,44,39",66140
"02,12,2017,16,44,39",66156
"02,12,2017,16,44,39",66172
"02,12,2017,16,44,39",66188
"02,12,2017,16,44,40",66204
"02,12,2017,16,44,40",66220
"02,12,2017,16,44,40",66236
"02,12,2017,16,44,40",66252
"02,12,2017,16,44,40",66268
"02,12,2017,16,44,42",66284
"02,12,2017,16,44,43",66300
"02,12,2017,16,44,51",66317
"02,12,2017,16,44,52",66333
"02,12,2017,16,44,57",66349
"02,12,2017,16,44,58",66365
"02,12,2017,16,45,13",66381
"02,12,2017,16,45,22",66397
"02,12,2017,16,45,24",66413
"02,12,2017,16,45,26",66429
"02,12,2017,16,45,32",66445
"02,12,2017,16,45,33",66461
"02,12,2017,16,45,57",66477
"02,12,2017,16,46,00",66493
"02,12,2017,16,46,10",66509
"02,12,2017,16,46,11",66525
"02,12,2017,16,46,11",66541
"02,12,2017,16,46,12",66557
"02,12,2017,16,46,21",66573
"02,12,2017,16,46,24",66589
"02,12,2017,16,46,26",66605
"02,12,2017,16,46,30",66621
"02,12,2017,16,46,44",66637
"02,12,2017,16,46,59",66653
"02,12,2017,16,47,09",66669
"02,12,2017,16,47,17",66685
"02,12,2017,16,47,29",66701
"02,12,2017,16,47,29",66717
"02,12,2017,16,47,29",66733
"02,12,2017,16,47,46",66749
"02,12,2017,16,47,47",66765
"02,12,2017,16,49,19",66781
"02,12,2017,16,49,19",66797
"02,12,2017,18,35,45",66813
"02,12,2017,18,35,48",66829
"02,12,2017,18,36,09",66845
"02,12,2017,18,46,12",66861
"02,12,2017,18,46,12",66877
"02,12,2017,19,18,21",66893
"02,12,2017,19,18,21",66909
"02,12,2017,19,18,22",66925
"02,12,2017,19,18,22",66941
"02,12,2017,19,18,22",66957
"02,12,2017,19,18,23",66973
"02,12,2017,19,18,24",66989
"02,12,2017,19,18,24",67005
"02,12,2017,19,18,25",67021
"02,12,2017,19,18,25",67037
"02,12,2017,19,18,38",67053
"02,12,2017,19,28,56",67069
"02,12,2017,19,28,57",67085
"02,12,2017,19,28,58",67101
"02,12,2017,19,28,58",67117
"02,12,2017,19,29,04",67133
"02,12,2017,19,29,39",67149
"02,12,2017,19,29,45",67165
"02,12,2017,19,29,46",67181
"02,12,2017,19,29,46",67197
"02,12,2017,19,31,06",67213
"02,12,2017,19,31,16",67229
"02,12,2017,19,31,25",67245
"02,12,2017,19,31,37",67261
"02,12,2017,19,32,10",67277
"02,12,2017,20,16,12",67293
"02,12,2017,20,16,37",67309
"02,12,2017,20,16,38",67325
"02,12,2017,21,19,11",67341
"02,12,2017,21,19,11",67357
"02,12,2017,21,59,04",67373
"02,12,2017,21,59,05",67389
"02,12,2017,21,59,05",67405
"02,12,2017,21,59,05",67421
"02,12,2017,21,59,06",67437
"02,12,2017,21,59,06",67453
"02,12,2017,21,59,06",67469
"02,12,2017,21,59,06",67485
"02,12,2017,21,59,06",67501
"02,12,2017,21,59,06",67517
"02,12,2017,21,59,07",67533
"02,12,2017,21,59,23",67549
"02,12,2017,21,59,23",67565
"02,12,2017,21,59,24",67581
"02,12,2017,21,59,24",67597
"02,12,2017,21,59,29",67613
"02,12,2017,21,59,29",67629
"02,12,2017,21,59,32",67645
"02,12,2017,22,36,20",67661
"03,12,2017,02,28,17",67677
"03,12,2017,02,28,17",67693
"03,12,2017,03,28,54",67709
"03,12,2017,05,58,35",67725
"03,12,2017,05,58,36",67741
"03,12,2017,05,58,36",67757
"03,12,2017,08,02,32",67773
"03,12,2017,08,02,33",67789
"03,12,2017,08,02,39",67805
"03,12,2017,10,19,09",67821
"03,12,2017,10,19,09",67837
"03,12,2017,10,19,10",67853
"03,12,2017,10,19,10",67869
"03,12,2017,10,19,10",67885
"03,12,2017,10,19,10",67901
"03,12,2017,10,19,10",67917
"03,12,2017,10,19,10",67933
"03,12,2017,10,19,10",67949
"03,12,2017,10,19,10",67965
"03,12,2017,10,19,20",67981
"03,12,2017,10,19,29",67997
"03,12,2017,10,19,39",68013
"03,12,2017,10,19,39",68029
"03,12,2017,10,19,39",68045
"03,12,2017,10,19,39",68061
"03,12,2017,10,19,49",68077
"03,12,2017,10,19,50",68093
"03,12,2017,10,19,55",68109
"03,12,2017,10,20,03",68125
"03,12,2017,10,20,38",68141
"03,12,2017,10,20,51",68157
"03,12,2017,10,20,56",68173
"03,12,2017,10,21,00",68189
"03,12,2017,14,05,11",68205
"03,12,2017,14,05,11",68221
"03,12,2017,14,27,24",68237
"03,12,2017,14,27,25",68253
"03,12,2017,14,31,15",68269
"03,12,2017,14,33,27",68285
"03,12,2017,14,33,30",68301
"03,12,2017,14,33,30",68317
"03,12,2017,14,33,31",68333
"03,12,2017,14,33,31",68349
"03,12,2017,14,33,32",68365
"03,12,2017,14,33,32",68381
"03,12,2017,14,33,35",68397
"03,12,2017,14,33,36",68413
"03,12,2017,14,39,20",68429
"03,12,2017,14,39,22",68445
"03,12,2017,14,39,22",68461
"03,12,2017,14,39,23",68477
"03,12,2017,14,39,23",68493
"03,12,2017,14,39,26",68509
"03,12,2017,14,39,29",68525
"03,12,2017,14,39,41",68541
"03,12,2017,14,40,06",68557
"03,12,2017,14,40,08",68573
"03,12,2017,14,40,18",68589
"03,12,2017,14,40,18",68606
"03,12,2017,14,40,19",68622
"03,12,2017,14,40,19",68638
"03,12,2017,14,41,01",68654
"03,12,2017,14,41,07",68670
"03,12,2017,14,41,25",68686
"03,12,2017,14,41,48",68702
"03,12,2017,14,41,59",68718
"03,12,2017,14,42,15",68734
"03,12,2017,14,42,18",68750
"03,12,2017,14,42,31",68766
"03,12,2017,14,42,37",68782
"03,12,2017,14,42,40",68798
"03,12,2017,14,42,47",68814
"03,12,2017,14,42,55",68830
"03,12,2017,14,43,24",68846
"03,12,2017,14,43,25",68862
"03,12,2017,14,43,25",68878
"03,12,2017,14,43,32",68894
"03,12,2017,14,43,39",68910
"03,12,2017,14,44,03",68926
"03,12,2017,14,44,11",68942
"03,12,2017,14,44,53",68958
"03,12,2017,14,45,33",68974
"03,12,2017,14,45,47",68990
"03,12,2017,14,49,39",69006
"03,12,2017,14,50,41",69022
"03,12,2017,14,50,51",69038
"03,12,2017,14,51,05",69054
"03,12,2017,14,51,16",69070
"03,12,2017,14,51,34",69086
"03,12,2017,14,51,52",69102
"03,12,2017,15,18,18",69118
"03,12,2017,15,53,48",69134
"03,12,2017,15,53,49",69150
"03,12,2017,15,53,50",69166
"03,12,2017,15,53,50",69182
"03,12,2017,15,53,50",69198
"03,12,2017,15,53,50",69214
"03,12,2017,15,53,50",69230
"03,12,2017,15,53,51",69246
"03,12,2017,15,53,51",69262
"03,12,2017,15,53,52",69278
"03,12,2017,16,03,16",69294
"03,12,2017,16,03,16",69310
"03,12,2017,17,40,39",69326
"03,12,2017,19,13,06",69342
"07,11,2017,23,59,19",69358
"08,11,2017,00,39,07",69374
"08,11,2017,00,39,07",69390
"08,11,2017,01,36,22",69406
"08,11,2017,01,36,22",69422
"08,11,2017,03,12,46",69438
"08,11,2017,03,12,46",69454
"08,11,2017,05,01,22",69470
"08,11,2017,05,01,24",69486
"08,11,2017,06,05,20",69502
"08,11,2017,06,05,21",69518
"08,11,2017,06,52,17",69534
"08,11,2017,07,32,26",69550
"08,11,2017,07,32,26",69566
"08,11,2017,07,32,26",69582
"08,11,2017,08,32,29",69598
"08,11,2017,08,32,30",69614
"08,11,2017,10,03,30",69630
"08,11,2017,10,03,30",69646
"08,11,2017,11,33,01",69662
"08,11,2017,11,33,01",69678
"08,11,2017,12,33,08",69694
"08,11,2017,12,33,08",69710
"08,11,2017,14,14,05",69726
"08,11,2017,14,14,05",69742
"08,11,2017,15,56,23",69758
"08,11,2017,15,56,29",69774
"08,11,2017,17,28,06",69790
"08,11,2017,17,28,10",69806
"08,11,2017,18,44,44",69822
"08,11,2017,18,44,44",69838
"08,11,2017,18,44,44",69854
"08,11,2017,18,44,44",69870
"08,11,2017,18,44,44",69886
"08,11,2017,18,44,45",69902
"08,11,2017,18,44,45",69918
"08,11,2017,18,44,45",69934
"08,11,2017,18,44,45",69950
"08,11,2017,18,44,45",69966
"08,11,2017,18,44,45",69982
"08,11,2017,18,44,45",69998
"08,11,2017,18,46,51",70014
"08,11,2017,18,46,53",70030
"08,11,2017,18,46,53",70046
"08,11,2017,18,46,54",70062
"08,11,2017,18,46,55",70078
"08,11,2017,18,59,44",70094
"08,11,2017,19,00,05",70110
"08,11,2017,20,59,33",70126
"08,11,2017,20,59,34",70142
"08,11,2017,20,59,34",70158
"08,11,2017,22,59,41",70174
"08,11,2017,22,59,55",70190
"08,11,2017,23,12,14",70206
"09,11,2017,00,22,38",70222
"09,11,2017,00,23,08",70238
"09,11,2017,01,49,30",70254
"09,11,2017,01,49,53",70270
"09,11,2017,03,35,44",70286
"09,11,2017,03,36,12",70302
"09,11,2017,05,43,12",70318
"09,11,2017,05,43,36",70334
"09,11,2017,06,35,13",70350
"09,11,2017,06,35,21",70366
"09,11,2017,06,35,22",70382
"09,11,2017,06,35,22",70398
"09,11,2017,06,35,22",70414
"09,11,2017,06,35,22",70430
"09,11,2017,06,35,22",70446
"09,11,2017,06,35,22",70462
"09,11,2017,06,35,23",70478
"09,11,2017,06,35,23",70494
"09,11,2017,06,35,25",70510
"09,11,2017,06,36,00",70526
"09,11,2017,06,36,00",70542
"09,11,2017,06,36,01",70558
"09,11,2017,06,36,01",70574
"09,11,2017,08,25,48",70590
"09,11,2017,08,26,18",70606
"09,11,2017,09,10,12",70622
"09,11,2017,09,10,12",70638
"09,11,2017,09,10,12",70654
"09,11,2017,10,27,48",70670
"09,11,2017,10,28,36",70686
"09,11,2017,10,43,15",70702
"09,11,2017,10,43,16",70718
"09,11,2017,11,36,03",70734
"09,11,2017,11,36,13",70750
"09,11,2017,12,22,15",70766
"09,11,2017,12,22,55",70782
"09,11,2017,13,20,32",70798
"09,11,2017,13,20,32",70814
"09,11,2017,13,39,11",70830
"09,11,2017,13,39,15",70846
"09,11,2017,13,39,19",70862
"09,11,2017,14,34,58",70878
"09,11,2017,14,34,59",70895
"09,11,2017,14,34,59",70911
"09,11,2017,14,34,59",70927
"09,11,2017,14,34,59",70943
"09,11,2017,14,34,59",70959
"09,11,2017,14,34,59",70975
"09,11,2017,14,34,59",70991
"09,11,2017,14,35,00",71007
"09,11,2017,14,35,00",71023
"09,11,2017,14,35,00",71039
"09,11,2017,14,35,01",71055
"09,11,2017,14,36,26",71071
"09,11,2017,14,36,43",71087
"09,11,2017,14,37,33",71103
"09,11,2017,14,37,35",71119
"09,11,2017,14,38,02",71135
"09,11,2017,14,38,02",71151
"09,11,2017,14,38,03",71167
"09,11,2017,14,38,03",71183
"09,11,2017,14,38,41",71199
"09,11,2017,14,39,17",71215
"09,11,2017,14,39,36",71231
"09,11,2017,14,39,37",71247
"09,11,2017,14,39,52",71263
"09,11,2017,14,39,53",71279
"09,11,2017,14,40,06",71295
"09,11,2017,14,40,07",71311
"09,11,2017,14,49,04",71327
"09,11,2017,14,49,08",71343
"09,11,2017,14,52,08",71359
"09,11,2017,14,52,22",71375
"09,11,2017,15,16,25",71391
"09,11,2017,15,16,35",71407
"09,11,2017,15,16,36",71423
"09,11,2017,15,16,36",71439
"09,11,2017,15,16,36",71455
"09,11,2017,15,16,36",71471
"09,11,2017,15,16,36",71487
"09,11,2017,15,16,36",71503
"09,11,2017,15,16,37",71519
"09,11,2017,15,16,37",71535
"09,11,2017,17,25,59",71551
"09,11,2017,19,53,41",71567
"09,11,2017,19,53,41",71583
"09,11,2017,19,53,42",71599
"09,11,2017,19,53,42",71615
"09,11,2017,19,53,42",71631
"09,11,2017,19,53,43",71647
"09,11,2017,19,53,43",71663
"09,11,2017,19,53,43",71679
"09,11,2017,19,53,43",71695
"09,11,2017,19,53,43",71711
"09,11,2017,19,53,43",71727
"09,11,2017,19,53,43",71743
"09,11,2017,19,53,47",71759
"09,11,2017,19,53,52",71775
"09,11,2017,19,53,52",71791
"09,11,2017,19,53,53",71807
"09,11,2017,19,53,53",71823
"09,11,2017,19,54,04",71839
"09,11,2017,19,54,07",71855
"09,11,2017,20,12,17",71871
"09,11,2017,20,12,30",71887
"09,11,2017,20,13,04",71903
"09,11,2017,20,13,09",71919
"09,11,2017,20,56,15",71935
"09,11,2017,20,59,13",71951
"09,11,2017,21,27,54",71967
"09,11,2017,21,30,35",71983
"09,11,2017,21,33,07",71999
"09,11,2017,22,16,22",72015
"09,11,2017,22,17,50",72031
"09,11,2017,23,14,48",72047
"09,11,2017,23,14,49",72063
"09,11,2017,23,55,42",72079
"09,11,2017,23,57,16",72095
"10,11,2017,01,04,06",72111
"10,11,2017,01,06,16",72127
"10,11,2017,03,18,05",72143
"10,11,2017,03,21,30",72159
"10,11,2017,04,14,01",72175
"10,11,2017,04,16,05",72191
"10,11,2017,06,22,58",72207
"10,11,2017,06,24,37",72223
"10,11,2017,06,48,05",72239
"10,11,2017,06,49,29",72255
"10,11,2017,07,37,02",72271
"10,11,2017,07,46,54",72287
"10,11,2017,07,49,52",72303
"10,11,2017,08,54,54",72319
"10,11,2017,08,54,54",72335
"10,11,2017,15,55,45",72351
"10,11,2017,15,55,46",72367
"10,11,2017,15,55,46",72383
"10,11,2017,15,55,47",72399
"10,11,2017,15,55,47",72415
"10,11,2017,15,55,47",72431
"10,11,2017,15,55,47",72447
"10,11,2017,15,55,47",72463
"10,11,2017,15,55,47",72479
"10,11,2017,15,55,47",72495
"10,11,2017,15,55,47",72511
"10,11,2017,15,55,48",72527
"10,11,2017,15,55,51",72543
"10,11,2017,15,55,52",72559
"10,11,2017,15,55,53",72575
"10,11,2017,15,55,53",72591
"10,11,2017,20,27,18",72607
"11,11,2017,08,49,49",72623
"11,11,2017,08,49,53",72639
"11,11,2017,10,33,18",72655
"11,11,2017,12,19,05",72671
"11,11,2017,12,19,05",72687
"11,11,2017,12,19,06",72703
"11,11,2017,12,19,06",72719
"11,11,2017,12,19,06",72735
"11,11,2017,12,19,06",72751
"11,11,2017,12,19,06",72767
"11,11,2017,12,19,06",72783
"11,11,2017,12,19,06",72799
"11,11,2017,12,19,06",72815
"11,11,2017,12,19,07",72831
"11,11,2017,12,19,13",72847
"11,11,2017,12,19,13",72863
"11,11,2017,12,19,14",72879
"11,11,2017,12,19,14",72895
"11,11,2017,12,19,23",72911
"11,11,2017,12,19,26",72927
"11,11,2017,12,19,28",72943
"11,11,2017,16,20,13",72959
"11,11,2017,16,20,17",72975
"11,11,2017,16,20,21",72991
"11,11,2017,18,10,50",73007
"11,11,2017,19,14,20",73023
"11,11,2017,19,14,20",73039
"11,11,2017,19,14,21",73055
"11,11,2017,19,14,21",73071
"11,11,2017,19,14,21",73087
"11,11,2017,19,14,21",73103
"11,11,2017,19,14,21",73119
"11,11,2017,19,14,21",73135
"11,11,2017,19,14,22",73151
"11,11,2017,19,14,22",73167
"11,11,2017,19,14,25",73184
"11,11,2017,19,14,38",73200
"11,11,2017,19,14,39",73216
"11,11,2017,19,14,40",73232
"11,11,2017,19,14,40",73248
"11,11,2017,19,14,45",73264
"11,11,2017,19,14,46",73280
"11,11,2017,19,14,47",73296
"11,11,2017,19,14,47",73312
"11,11,2017,19,14,58",73328
"11,11,2017,19,15,04",73344
"11,11,2017,19,15,12",73360
"11,11,2017,19,15,43",73376
"11,11,2017,19,16,06",73392
"11,11,2017,19,16,16",73408
"11,11,2017,19,23,53",73424
"11,11,2017,19,23,54",73440
"11,11,2017,19,24,09",73456
"11,11,2017,19,24,10",73472
"11,11,2017,19,24,26",73488
"11,11,2017,19,24,26",73504
"11,11,2017,19,24,40",73520
"11,11,2017,19,24,41",73536
"11,11,2017,19,24,54",73552
"11,11,2017,19,24,55",73568
"11,11,2017,19,25,10",73584
"11,11,2017,19,25,11",73600
"11,11,2017,19,25,19",73616
"11,11,2017,19,25,32",73632
"11,11,2017,19,32,54",73648
"11,11,2017,19,33,00",73664
"11,11,2017,19,33,14",73680
"11,11,2017,19,33,19",73696
"11,11,2017,19,33,25",73712
"11,11,2017,19,35,04",73728
"11,11,2017,19,35,09",73744
"11,11,2017,19,35,12",73760
"11,11,2017,19,37,01",73776
"11,11,2017,19,37,13",73792
"11,11,2017,19,37,16",73808
"11,11,2017,19,37,28",73824
"11,11,2017,19,37,54",73840
"11,11,2017,19,38,01",73856
"11,11,2017,19,38,05",73872
"11,11,2017,19,38,19",73888
"11,11,2017,19,38,47",73904
"11,11,2017,19,38,48",73920
